Job ID,Agency,# Of Positions,Civil Service Title,Salary Range From,Salary Range To,Salary Frequency,Salary Range
263031,DEPARTMENT OF TRANSPORTATION,1,COMPUTER ASSOC (TECH SUPP),55667,81782,Annual,26115
261347,ADMIN FOR CHILDREN'S SVCS,1,PROGRAM EVALUATOR (ACS),61850,91678,Annual,29828
261127,DEPT OF ENVIRONMENT PROTECTION,2,ASSOCIATE PUBLIC HEALTH SANITA,60673,91795,Annual,31122
263058,DEPARTMENT OF TRANSPORTATION,1,COMPUTER ASSOC (OPERATIONS),68289,104364,Annual,36075
263104,DEPT OF DESIGN & CONSTRUCTION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
261284,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE PROJECT MANAGER,160000,190000,Annual,30000
261438,DEPARTMENT OF TRANSPORTATION,5,CIVIL ENGINEER,74990,104182,Annual,29192
263328,ADMIN FOR CHILDREN'S SVCS,1,SUPERVISOR OF NURSES,79271,79271,Annual,0
263380,DEPT OF ENVIRONMENT PROTECTION,2,GARDENER,40410,58161,Annual,17751
261530,DEPARTMENT OF CORRECTION,6,INVESTIGATOR(DISCP)(ONLY FOR P,47084,55000,Annual,7916
261753,DEPT. OF HOMELESS SERVICES,1,ADMINISTRATIVE CONSTRUCTION PR,75338,194395,Annual,119057
263388,DEPT OF DESIGN & CONSTRUCTION,5,ARCHITECT,63074,91347,Annual,28273
263393,DEPT OF ENVIRONMENT PROTECTION,1,CIVIL ENGINEERING INTERN,47860,57958,Annual,10098
263473,DEPT OF ENVIRONMENT PROTECTION,1,COMPUTER PROGRAMMER ANALYST,47692,65847,Annual,18155
261720,DEPARTMENT OF SANITATION,1,STOCK WORKER,33350,49864,Annual,16514
263413,DEPT OF INFO TECH & TELECOMM,1,ADMINISTRATIVE PUBLIC INFORMAT,54643,100000,Annual,45357
261769,DEPT. OF HOMELESS SERVICES,1,ADMINISTRATIVE CONSTRUCTION PR,75338,194395,Annual,119057
261862,DEPARTMENT OF TRANSPORTATION,1,ADMINISTRATIVE PROJECT MANAGER,60435,135000,Annual,74565
263439,FIRE DEPARTMENT,2,COMPUTER SPECIALIST (SOFTWARE),85823,111344,Annual,25521
262030,DEPARTMENT FOR THE AGING,1,ADMINISTRATIVE  PROGRAM OFFICE,72000,80000,Annual,8000
262065,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,60435,125000,Annual,64565
262070,FIRE DEPARTMENT,1,COMPUTER SPECIALIST (SOFTWARE),79471,95000,Annual,15529
263447,DEPT OF HEALTH/MENTAL HYGIENE,1,EVIDENCE AND PROPERTY CONTROL,46404,52437,Annual,6033
263487,DEPARTMENT OF FINANCE,2,ACCOUNTANT,52143,80000,Annual,27857
262154,DEPT OF DESIGN & CONSTRUCTION,1,STAFF ANALYST,48620,66195,Annual,17575
263987,CIVILIAN COMPLAINT REVIEW BD,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
263853,DEPT OF ENVIRONMENT PROTECTION,2,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
264699,ADMIN FOR CHILDREN'S SVCS,8,PROGRAM EVALUATOR (ACS),61850,91678,Annual,29828
265498,DEPT OF ENVIRONMENT PROTECTION,1,CIVIL ENGINEER,74990,104182,Annual,29192
265499,ADMIN FOR CHILDREN'S SVCS,1,COMMUNITY COORDINATOR,50362,70902,Annual,20540
265518,DEPARTMENT FOR THE AGING,1,ASSISTANT ARCHITECT,53134,79726,Annual,26592
264706,DEPT OF DESIGN & CONSTRUCTION,3,COMMUNITY COORDINATOR,50362,78177,Annual,27815
264707,ADMIN FOR CHILDREN'S SVCS,1,PROGRAM EVALUATOR (ACS),61850,91678,Annual,29828
265558,ADMIN FOR CHILDREN'S SVCS,1,COMPUTER SYSTEMS MANAGER,54643,111946,Annual,57303
264795,DEPARTMENT OF TRANSPORTATION,2,HIGHWAY TRANSPORTATION SPECIAL,53134,79726,Annual,26592
264862,DEPT OF HEALTH/MENTAL HYGIENE,1,PROCUREMENT ANALYST,46069,74444,Annual,28375
263950,DEPT OF INFO TECH & TELECOMM,2,COMPUTER ASSOC (OPERATIONS),47692,54846,Annual,7154
264868,DEPT OF DESIGN & CONSTRUCTION,5,MECHANICAL ENGINEER,63074,91347,Annual,28273
264934,DEPT OF HEALTH/MENTAL HYGIENE,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
264066,OFFICE OF THE COMPTROLLER,1,ADMINISTRATIVE PUBLIC INFORMAT,70000,90000,Annual,20000
274610,HOUSING PRESERVATION & DVLPMNT,1,ESTIMATOR (GENERAL CONSTRUCTIO,61104,71112,Annual,10008
264979,ADMIN FOR CHILDREN'S SVCS,1,COMMUNITY COORDINATOR,50362,71471,Annual,21109
264981,DEPT OF INFO TECH & TELECOMM,1,BUSINESS PROMOTION COORDINATOR,59715,70000,Annual,10285
264218,DEPT OF ENVIRONMENT PROTECTION,1,ELECTRICAL ENGINEER,74990,104182,Annual,29192
279778,DEPT OF INFO TECH & TELECOMM,2,COMPUTER SPECIALIST (OPERATION,71330,88000,Annual,16670
264246,ADMIN FOR CHILDREN'S SVCS,1,COMMUNITY COORDINATOR,50362,71471,Annual,21109
264990,DEPT OF INFO TECH & TELECOMM,1,ASSOCIATE INSPECTOR (CONSUMERS,57885,75000,Annual,17115
264417,DEPT OF DESIGN & CONSTRUCTION,5,CIVIL ENGINEER,63074,91347,Annual,28273
264430,DEPT OF DESIGN & CONSTRUCTION,5,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
264440,NYC HOUSING AUTHORITY,1,LANDSCAPE ARCHITECT,63074,91347,Annual,28273
264992,ADMIN FOR CHILDREN'S SVCS,3,CONSTRUCTION PROJECT MANAGER,63074,91347,Annual,28273
264994,ADMIN FOR CHILDREN'S SVCS,1,CHILD AND FAMILY SPECIALIST,67980,91678,Annual,23698
264498,DEPARTMENT OF TRANSPORTATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,53047,81068,Annual,28021
265178,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER ASSOC (SOFTWARE),66751,92908,Annual,26157
264507,DEPARTMENT OF TRANSPORTATION,1,CLERICAL ASSOCIATE,37251,58478,Annual,21227
264508,DEPT OF DESIGN & CONSTRUCTION,2,ASSOCIATE URBAN DESIGNER,72590,110038,Annual,37448
265179,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
265194,DEPT OF ENVIRONMENT PROTECTION,3,ENGINEERING TECHNICIAN,36239,47016,Annual,10777
264510,DEPARTMENT OF TRANSPORTATION,3,CLERICAL ASSOCIATE,33875,54879,Annual,21004
265244,DEPARTMENT OF CITY PLANNING,1,COMMUNITY COORDINATOR,65000,78000,Annual,13000
265245,ADMIN FOR CHILDREN'S SVCS,1,COMMUNITY COORDINATOR,50362,70902,Annual,20540
265251,ADMIN FOR CHILDREN'S SVCS,1,CHILD WELFARE SPECIALIST SUPER,62734,85126,Annual,22392
264542,ADMIN FOR CHILDREN'S SVCS,1,CHILD AND FAMILY SPECIALIST,67980,91678,Annual,23698
264572,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
265347,DEPT OF PARKS & RECREATION,8,ASSISTANT LANDSCAPE ARCHITECT,53134,61104,Annual,7970
264651,DEPT OF ENVIRONMENT PROTECTION,5,CITY PARK WORKER,32317,50197,Annual,17880
265350,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
265352,FIRE DEPARTMENT,1,TELECOMMUNICATION MANAGER,54643,125000,Annual,70357
264661,ADMIN FOR CHILDREN'S SVCS,1,CHILD WELFARE SPECIALIST SUPER,62734,85126,Annual,22392
265393,DEPT OF PARKS & RECREATION,3,LANDSCAPE ARCHITECT,65000,72535,Annual,7535
263653,DEPARTMENT OF SANITATION,1,CERTIFIED IT ADMINISTRATOR (LA,92065,138961,Annual,46896
265416,POLICE DEPARTMENT,1,COMPUTER ASSOC (SOFTWARE),66751,92908,Annual,26157
265468,ADMIN FOR CHILDREN'S SVCS,1,CHILD AND FAMILY SPECIALIST,67980,91678,Annual,23698
263662,DEPARTMENT OF FINANCE,2,MANAGEMENT AUDITOR,60375,85000,Annual,24625
263674,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),79471,102388,Annual,22917
265478,ADMIN FOR CHILDREN'S SVCS,1,CHILD AND FAMILY SPECIALIST,67980,91678,Annual,23698
263741,DEPARTMENT OF FINANCE,1,PRINCIPAL ADMINISTRATIVE ASSOC,53047,67000,Annual,13953
266420,DEPT OF DESIGN & CONSTRUCTION,2,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
267594,LAW DEPARTMENT,1,COMPUTER AIDE,38157,49394,Annual,11237
266453,DEPT OF PARKS & RECREATION,2,ADMINISTRATIVE PROJECT MANAGER,85000,105000,Annual,20000
267526,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,67060,175000,Annual,107940
267598,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,59791,70000,Annual,10209
267610,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),76288,95077,Annual,18789
267645,DEPARTMENT OF CITY PLANNING,1,COMMUNITY COORDINATOR,55000,65000,Annual,10000
266461,DEPARTMENT OF TRANSPORTATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
266471,DEPARTMENT OF TRANSPORTATION,1,CONFIDENTIAL STRATEGY PLANNER,55752,93845,Annual,38093
265651,CONSUMER AFFAIRS,1,COMMUNITY ASSOCIATE,35683,45000,Annual,9317
266499,DEPT OF DESIGN & CONSTRUCTION,2,ADM ENGINEER (NON MGRL),49990,136023,Annual,86033
266506,DEPT OF PARKS & RECREATION,10,URBAN PARK RANGER,41242,41242,Annual,0
266574,DEPT OF ENVIRONMENT PROTECTION,3,SUPERVISOR OF STOCK WORKERS,35951,55526,Annual,19575
266529,LAW DEPARTMENT,1,STUDENT LEGAL SPECIALIST,36270,41710,Annual,5440
265740,LAW DEPARTMENT,1,COMPUTER ASSOC (TECH SUPP),46405,67568,Annual,21163
266542,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
265810,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SPECIALIST (OPERATION,71330,97571,Annual,26241
265826,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER ASSOC (SOFTWARE),66751,92908,Annual,26157
266603,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),85823,111344,Annual,25521
266606,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
266801,OFFICE OF MANAGEMENT & BUDGET,1,BUDGET ANALYST (OMB),43618,65433,Annual,21815
266864,ADMIN TRIALS AND HEARINGS,1,COMMUNITY ASSOCIATE,35683,59385,Annual,23702
265868,FIRE DEPARTMENT,1,COMPUTER ASSOC (SOFTWARE),66751,92908,Annual,26157
267001,DEPARTMENT FOR THE AGING,1,SUPERVISOR III WELFARE,61850,91678,Annual,29828
265939,DEPARTMENT OF PROBATION,1,ADMINISTRATIVE PROCUREMENT ANA,54643,150371,Annual,95728
267174,DEPT OF ENVIRONMENT PROTECTION,1,ADMINISTRATIVE ENGINEER,100000,125000,Annual,25000
267194,CIVILIAN COMPLAINT REVIEW BD,1,DEPUTY ASSISTANT DIRECTOR (CIV,80000,100000,Annual,20000
265912,ADMIN FOR CHILDREN'S SVCS,1,STAFF NURSE,71669,71669,Annual,0
265926,DEPARTMENT OF CORRECTION,25,RECREATION DIRECTOR,40000,45000,Annual,5000
267286,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER ASSOC (OPERATIONS),81060,90000,Annual,8940
267298,DEPT OF HEALTH/MENTAL HYGIENE,2,CITY MEDICAL EXAMINER (OCME),135503,174240,Annual,38737
265951,DEPARTMENT OF FINANCE,1,EXECUTIVE AGENCY COUNSEL,82790,175000,Annual,92210
265952,MANHATTAN COMMUNITY BOARD #11,1,ASSISTANT DISTRICT MANAGER (CO,37497,45000,Annual,7503
266380,DEPT OF ENVIRONMENT PROTECTION,1,ASSISTANT CIVIL ENGINEER,53134,79726,Annual,26592
267306,DEPT OF HEALTH/MENTAL HYGIENE,2,CITY MEDICAL EXAMINER (OCME),164533,207432,Annual,42899
269115,DEPT OF DESIGN & CONSTRUCTION,1,COMPUTER PROGRAMMER ANALYST,55637,77953,Annual,22316
266176,POLICE DEPARTMENT,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
266220,DEPT OF DESIGN & CONSTRUCTION,2,MECHANICAL ENGINEER,63074,91347,Annual,28273
268632,DEPARTMENT OF TRANSPORTATION,1,CIVIL ENGINEER,83887,113725,Annual,29838
266372,DEPT OF ENVIRONMENT PROTECTION,2,ADM CITY PLANNER (NON MGRL),49990,80000,Annual,30010
267407,LAW DEPARTMENT,2,ASSISTANT CORPORATION COUNSEL,68494,88325,Annual,19831
266397,DEPT OF DESIGN & CONSTRUCTION,2,CIVIL ENGINEER,63074,91347,Annual,28273
267432,DEPT OF ENVIRONMENT PROTECTION,1,PROCUREMENT ANALYST,46069,74444,Annual,28375
267497,OFF OF PAYROLL ADMINISTRATION,1,ADMINISTRATIVE ACCOUNTANT,54643,83000,Annual,28357
266408,DEPT OF PARKS & RECREATION,8,LANDSCAPE ARCHITECT,84000,97000,Annual,13000
266412,DEPT OF INFO TECH & TELECOMM,1,ADM CONSTRUCTION PRJ MGR-NM,49990,90000,Annual,40010
267801,DEPT OF INFO TECH & TELECOMM,1,SUPERVISOR OF RADIO AND TELEVI,62910,84738,Annual,21828
267825,DEPT OF CITYWIDE ADMIN SVCS,1,ADMINISTRATIVE PROCUREMENT ANA,58955,80000,Annual,21045
267838,DEPARTMENT FOR THE AGING,1,ADMINISTRATIVE PUBLIC INFORMAT,54643,150371,Annual,95728
267899,DEPT OF DESIGN & CONSTRUCTION,5,CONSTRUCTION PROJECT MANAGER,67083,113725,Annual,46642
267852,ADMIN FOR CHILDREN'S SVCS,1,COMMUNITY COORDINATOR,50362,71471,Annual,21109
268307,DEPT OF HEALTH/MENTAL HYGIENE,1,CLERICAL ASSOCIATE,30580,35098,Annual,4518
268983,DEPT OF ENVIRONMENT PROTECTION,1,INSTRUMENTATION SPECIALIST,57310,59633,Annual,2323
268312,DEPARTMENT OF FINANCE,1,COMPUTER ASSOC (TECH SUPP),66434,86000,Annual,19566
268332,DEPARTMENT OF INVESTIGATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,42856,57822,Annual,14966
269175,DEPARTMENT OF PROBATION,3,COMMUNITY COORDINATOR,50362,78177,Annual,27815
268333,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
267903,CONFLICTS OF INTEREST BOARD,1,AGENCY ATTORNEY,58716,89638,Annual,30922
268432,TAXI & LIMOUSINE COMMISSION,1,STAFF ANALYST,48620,66195,Annual,17575
267922,DEPT OF INFO TECH & TELECOMM,1,COMPUTER ASSOC (OPERATIONS),57223,75761,Annual,18538
267935,FIRE DEPARTMENT,1,IT INFRASTRUCTURE ENGINEER,75000,120000,Annual,45000
267942,HOUSING PRESERVATION & DVLPMNT,1,COMPUTER ASSOC (OPERATIONS),78532,85000,Annual,6468
268471,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PROJECT MANAGER,83887,113725,Annual,29838
268545,DEPARTMENT FOR THE AGING,1,AGENCY CHIEF CONTRACTING OFFIC,67060,178873,Annual,111813
268700,ADMIN FOR CHILDREN'S SVCS,1,PROGRAM EVALUATOR (ACS),61850,91678,Annual,29828
267990,DEPT OF PARKS & RECREATION,1,ASSISTANT CIVIL ENGINEER,60000,70000,Annual,10000
268768,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
267998,DEPT OF PARKS & RECREATION,1,LANDSCAPE ARCHITECT,75000,88000,Annual,13000
268011,DEPT OF PARKS & RECREATION,3,ARCHITECT,90000,100000,Annual,10000
268803,DEPARTMENT OF TRANSPORTATION,4,ADMINISTRATIVE PROJECT MANAGER,48535,105000,Annual,56465
268031,DEPARTMENT OF INVESTIGATION,1,COMMUNITY ASSOCIATE,35683,47509,Annual,11826
268082,DEPT OF DESIGN & CONSTRUCTION,5,CIVIL ENGINEER,63074,91347,Annual,28273
268842,DEPT OF ENVIRONMENT PROTECTION,2,COMPUTER ASSOC (TECH SUPP),55667,81782,Annual,26115
268867,ADMIN FOR CHILDREN'S SVCS,1,COMMUNITY COORDINATOR,50362,59559,Annual,9197
268879,ADMIN FOR CHILDREN'S SVCS,1,CHILD WELFARE SPECIALIST,48405,65677,Annual,17272
268147,OFFICE OF THE COMPTROLLER,1,BUSINESS PROMOTION COORDINATOR,40000,50000,Annual,10000
268880,ADMIN FOR CHILDREN'S SVCS,2,DIRECTOR OF FIELD OPERATIONS (,60435,103044,Annual,42609
268886,ADMIN FOR CHILDREN'S SVCS,1,DIRECTOR OF FIELD OPERATIONS (,67060,108951,Annual,41891
268905,ADMIN FOR CHILDREN'S SVCS,4,DIRECTOR OF FIELD OPERATIONS (,54643,94478,Annual,39835
267726,ADMIN FOR CHILDREN'S SVCS,1,ADMINISTRATIVE DIRECTOR OF SOC,54643,99509,Annual,44866
268916,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SPECIALIST (OPERATION,71330,94446,Annual,23116
267746,OFF OF PAYROLL ADMINISTRATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,53047,81068,Annual,28021
267770,DEPT OF INFO TECH & TELECOMM,1,SENIOR IT ARCHITECT,100000,150000,Annual,50000
267783,DEPARTMENT OF INVESTIGATION,1,INSPECTOR GENERAL,80000,113000,Annual,33000
269182,CIVILIAN COMPLAINT REVIEW BD,1,DEPUTY EXECUTIVE DIRECTOR (CIV,125000,165000,Annual,40000
269971,TAXI & LIMOUSINE COMMISSION,1,AGENCY ATTORNEY,66326,80000,Annual,13674
270042,DEPT OF ENVIRONMENT PROTECTION,1,SUPERVISOR (WATERSHED MAINTENA,58786,73647,Annual,14861
271048,DEPT OF ENVIRONMENT PROTECTION,1,PORT MARINE ENGINEER,76640,108080,Annual,31440
270088,DEPARTMENT OF TRANSPORTATION,1,CIVIL ENGINEER,74990,104182,Annual,29192
271074,ADMIN FOR CHILDREN'S SVCS,1,ADMINISTRATIVE DIRECTOR OF SOC,54643,99509,Annual,44866
270068,DEPARTMENT OF FINANCE,1,COMPUTER SYSTEMS MANAGER,60435,120000,Annual,59565
270073,POLICE DEPARTMENT,9,HOSTLER,32496,44807,Annual,12311
271155,ADMIN TRIALS AND HEARINGS,2,AGENCY ATTORNEY,66326,80000,Annual,13674
270096,POLICE DEPARTMENT,5,AUTOMOTIVE SERVICE WORKER,32885,38245,Annual,5360
269194,DEPT OF DESIGN & CONSTRUCTION,2,ACCOUNTANT,46747,63519,Annual,16772
269201,DEPT OF DESIGN & CONSTRUCTION,2,ACCOUNTANT,52143,83418,Annual,31275
270098,POLICE DEPARTMENT,81,AUTOMOTIVE SERVICE WORKER,32885,38245,Annual,5360
270142,DEPARTMENT OF SANITATION,1,ADMINISTRATIVE PROJECT MANAGER,54643,150371,Annual,95728
269278,DEPARTMENT OF SANITATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
269306,DEPT OF ENVIRONMENT PROTECTION,1,ELECTRICAL ENGINEER,63074,91347,Annual,28273
270151,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE STAFF ANALYST,63817,95022,Annual,31205
269452,DEPT OF ENVIRONMENT PROTECTION,1,CIVIL ENGINEER,74990,104182,Annual,29192
270169,DEPT OF YOUTH & COMM DEV SRVS,1,ADMINISTRATIVE PROCUREMENT ANA,60435,161497,Annual,101062
269319,FIRE DEPARTMENT,1,SUPERVISOR OF STOCK WORKERS,42190,64723,Annual,22533
269935,TAXI & LIMOUSINE COMMISSION,2,STAFF ANALYST,48620,66195,Annual,17575
269947,TAXI & LIMOUSINE COMMISSION,8,AGENCY ATTORNEY INTERNE,57944,70353,Annual,12409
270212,DEPARTMENT OF FINANCE,1,COMPUTER SPECIALIST (SOFTWARE),85823,103000,Annual,17177
270213,DEPARTMENT OF FINANCE,1,COMPUTER SPECIALIST (SOFTWARE),85823,99000,Annual,13177
270232,DEPT. OF HOMELESS SERVICES,10,SOCIAL WORKER,54967,61000,Annual,6033
269397,ADMIN FOR CHILDREN'S SVCS,5,DIRECTOR OF FIELD OPERATIONS (,54643,150371,Annual,95728
270353,POLICE DEPARTMENT,85,EVIDENCE AND PROPERTY CONTROL,46404,66423,Annual,20019
269431,DEPT OF ENVIRONMENT PROTECTION,1,CIVIL ENGINEER,83887,113725,Annual,29838
269449,HRA/DEPT OF SOCIAL SERVICES,1,SUPERVISOR I SOCIAL WORK,52917,60854,Annual,7937
270363,DEPT. OF HOMELESS SERVICES,1,COMPUTER SYSTEMS MANAGER,54643,150371,Annual,95728
270378,DEPT. OF HOMELESS SERVICES,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
270384,OFFICE OF THE COMPTROLLER,1,RESEARCH AND LIAISON COORDINAT,60435,80000,Annual,19565
269466,DEPT OF ENVIRONMENT PROTECTION,1,MECHANICAL ENGINEER,63074,91347,Annual,28273
269559,FINANCIAL INFO SVCS AGENCY,1,IT AUTOMATION AND MONITORING E,75000,109000,Annual,34000
270496,DEPARTMENT OF TRANSPORTATION,1,ASSISTANT URBAN DESIGNER,53134,79726,Annual,26592
270535,DEPARTMENT OF TRANSPORTATION,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
269594,DEPT. OF HOMELESS SERVICES,7,FRAUD INVESTIGATOR,38617,66136,Annual,27519
269680,DEPT. OF HOMELESS SERVICES,1,SOCIAL WORKER,47549,67604,Annual,20055
270929,DEPT. OF HOMELESS SERVICES,1,CITY RESEARCH SCIENTIST,78630,103332,Annual,24702
270931,DEPT OF DESIGN & CONSTRUCTION,3,CIVIL ENGINEER,83887,113725,Annual,29838
269885,DEPT OF ENVIRONMENT PROTECTION,1,MECHANICAL ENGINEERING INTERN,52000,52000,Annual,0
270955,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,59708,72246,Annual,12538
269904,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,56033,80000,Annual,23967
270964,DEPT OF ENVIRONMENT PROTECTION,1,CITY RESEARCH SCIENTIST,70286,88213,Annual,17927
271397,FIRE DEPARTMENT,1,CITY RESEARCH SCIENTIST,78630,103332,Annual,24702
271437,DEPT OF DESIGN & CONSTRUCTION,3,ASSOCIATE PROJECT MANAGER,69491,101848,Annual,32357
271986,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER SPECIALIST (SOFTWARE),85823,111344,Annual,25521
272447,DEPARTMENT OF TRANSPORTATION,1,MECHANICAL ENGINEER,63074,91347,Annual,28273
272161,NYC HOUSING AUTHORITY,1,AGENCY ATTORNEY,66326,99394,Annual,33068
272162,PRESIDENT BOROUGH OF MANHATTAN,1,ADMINISTRATIVE CITY PLANNER,55000,55000,Annual,0
272463,DEPARTMENT OF TRANSPORTATION,1,CONSTRUCTION PROJECT MANAGER,67083,113725,Annual,46642
272475,DEPARTMENT OF TRANSPORTATION,1,PRINCIPAL ADMINISTRATIVE ASSOC,47951,69703,Annual,21752
271539,DEPARTMENT OF BUSINESS SERV.,1,BUSINESS PROMOTION COORDINATOR,39399,67744,Annual,28345
271592,DEPT OF INFO TECH & TELECOMM,1,IT INFRASTRUCTURE ENGINEER,75000,128000,Annual,53000
272168,DEPARTMENT OF FINANCE,1,COMMUNITY COORDINATOR,50362,78177,Annual,27815
272170,NYC HOUSING AUTHORITY,1,ADMIN CONTRACT SPECIALIST (PYR,135000,150000,Annual,15000
271598,DEPT OF ENVIRONMENT PROTECTION,1,STAFF ANALYST,56458,72310,Annual,15852
271639,HRA/DEPT OF SOCIAL SERVICES,1,COMPUTER SPECIALIST (SOFTWARE),79471,91392,Annual,11921
271648,NYC HOUSING AUTHORITY,1,SENIOR INTERGROUP RELATIONS OF,52260,52260,Annual,0
271653,DEPT OF ENVIRONMENT PROTECTION,1,CONSTRUCTION PROJECT MANAGER,63074,91347,Annual,28273
272297,DEPT OF ENVIRONMENT PROTECTION,1,EXECUTIVE AGENCY COUNSEL,60435,161497,Annual,101062
271673,DEPT OF INFO TECH & TELECOMM,1,IT SECURITY SPECIALIST,75000,95077,Annual,20077
271691,DEPT OF INFO TECH & TELECOMM,1,IT INFRASTRUCTURE ENGINEER,75000,115000,Annual,40000
271686,DEPT OF DESIGN & CONSTRUCTION,5,ADMINISTRATIVE PROJECT MANAGER,48535,134433,Annual,85898
271817,DEPT OF DESIGN & CONSTRUCTION,1,ADM ENGINEER (NON MGRL),49990,136023,Annual,86033
272348,ADMIN FOR CHILDREN'S SVCS,1,AGENCY ATTORNEY,73938,99390,Annual,25452
271873,DEPARTMENT OF TRANSPORTATION,1,CIVIL ENGINEER,83887,113725,Annual,29838
272382,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PUBLIC HEALTH SANITA,60673,91795,Annual,31122
271877,DEPARTMENT OF TRANSPORTATION,1,ACCOUNTANT,52143,83418,Annual,31275
272384,HOUSING PRESERVATION & DVLPMNT,2,CONSTRUCTION PROJECT MANAGER,63074,82000,Annual,18926
271878,DEPARTMENT OF TRANSPORTATION,2,MANAGEMENT AUDITOR,52143,83418,Annual,31275
271899,DEPARTMENT OF FINANCE,1,ADMINISTRATIVE ACCOUNTANT,54643,95000,Annual,40357
272403,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
272406,DEPARTMENT OF TRANSPORTATION,2,ADMINISTRATIVE PROJECT MANAGER,85000,105000,Annual,20000
271955,ADMIN FOR CHILDREN'S SVCS,1,DIRECTOR OF FIELD OPERATIONS (,54643,150371,Annual,95728
272425,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
272428,HOUSING PRESERVATION & DVLPMNT,1,EXECUTIVE AGENCY COUNSEL,144500,154500,Annual,10000
272429,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
272433,DEPARTMENT OF TRANSPORTATION,1,COMPUTER ASSOC (SOFTWARE),61995,85943,Annual,23948
271257,DEPT OF HEALTH/MENTAL HYGIENE,1,AGENCY MEDICAL DIRECTOR,91070,215942,Annual,124872
272698,HOUSING PRESERVATION & DVLPMNT,2,SUPERVISOR OF MECHANICAL INSTA,63074,72535,Annual,9461
272437,DEPARTMENT OF TRANSPORTATION,1,COMPUTER SPECIALIST (SOFTWARE),92065,127486,Annual,35421
271271,DEPARTMENT OF CORRECTION,20,CLERICAL ASSOCIATE,42839,50000,Annual,7161
272705,HOUSING PRESERVATION & DVLPMNT,1,SUPERVISOR OF MECHANICAL INSTA,63074,72535,Annual,9461
272765,DEPT OF INFO TECH & TELECOMM,2,COMPUTER PROGRAMMER ANALYST,47692,55000,Annual,7308
272784,BOARD OF CORRECTION,1,EXECUTIVE AGENCY COUNSEL,80000,120000,Annual,40000
273122,CONSUMER AFFAIRS,1,AGENCY ATTORNEY,58716,80000,Annual,21284
273128,HOUSING PRESERVATION & DVLPMNT,2,CITY PLANNER,65000,74223,Annual,9223
272796,DEPT OF YOUTH & COMM DEV SRVS,1,CONTRACT SPECIALIST,47598,57000,Annual,9402
